dx/h :,0.555556
dy/h :,0.555556
L2normPartition,L2normdrhodt
0.0849207,0

x,y,,Partition,dPartdX,dPartdY,drhodt
0.4,1.2,,1.00212,-7.77156e-16,3.49113e-15,0
0.4,1.3,,1.00212,-1.05645e-15,6.02816e-16,0
0.4,1.4,,1.00212,-9.99201e-16,-6.16694e-16,0
0.4,1.5,,1.00212,-1.52829e-15,-3.02623e-15,0
0.4,1.6,,1.00212,-1.20216e-15,-1.73472e-16,0
0.4,1.7,,1.00212,-7.77156e-16,3.26909e-15,0
0.4,1.8,,1.00212,-1.05645e-15,6.02816e-16,0
0.4,1.9,,1.00212,-9.99201e-16,-6.16694e-16,0
0.4,2,,1.00212,-1.52829e-15,-4.08094e-15,0
0.4,2.1,,1.00212,-1.22992e-15,-3.747e-15,0
0.4,2.2,,1.00212,-1.00787e-15,6.38378e-16,0
0.4,2.3,,1.00212,-8.96852e-16,8.63892e-15,0
0.4,2.4,,1.00212,-9.08995e-16,8.39172e-15,0
0.4,2.5,,1.00212,-1.52135e-15,-8.55132e-15,0
0.4,2.6,,1.00212,-1.45196e-15,-8.57647e-15,0
0.4,2.7,,1.00212,-1.00787e-15,8.32667e-17,0
0.4,2.8,,1.00212,-8.96852e-16,8.63892e-15,0
0.4,2.9,,1.00212,-9.08995e-16,8.39172e-15,0
0.4,3,,1.00212,-1.52135e-15,-8.55132e-15,0
0.4,3.1,,1.00212,-1.45196e-15,-8.57647e-15,0
0.4,3.2,,1.00212,-1.00787e-15,8.32667e-17,0
0.4,3.3,,1.00212,-8.96852e-16,8.63892e-15,0
0.4,3.4,,1.00212,-9.08995e-16,8.39172e-15,0
0.4,3.5,,1.00212,-1.52135e-15,-8.55132e-15,0
0.4,3.6,,1.00212,-1.45196e-15,-8.57647e-15,0
0.4,3.7,,1.00212,-1.00787e-15,8.32667e-17,0
0.4,3.8,,1.00212,-1.1189e-15,6.97359e-15,0
0.4,3.9,,1.00212,-1.02002e-15,1.39038e-15,0
0.4,4,,1.00212,-1.45717e-15,-8.24948e-15,0
0.4,4.1,,1.00212,-1.95677e-15,1.76864e-14,0
0.4,4.2,,1.00212,-1.97758e-15,8.32667e-17,0
0.4,4.3,,1.00212,-1.23512e-15,-1.92129e-14,0
0.4,4.4,,1.00212,-1.6237e-15,1.19956e-15,0
0.4,4.5,,1.00212,-1.67921e-15,-4.55799e-15,0
0.4,4.6,,1.00212,-1.6237e-15,4.41921e-15,0
0.4,4.7,,1.00121,-1.67921e-15,-0.0654658,0
0.4,4.8,,0.951902,-1.73472e-15,-1.21297,0
0.4,4.9,,0.707966,-8.67362e-16,-3.6983,0
0.5,0,,0.707966,-1.9932e-15,3.6983,0
0.5,0.1,,0.951902,-2.47892e-15,1.21297,0
0.5,0.2,,1.00121,-2.47892e-15,0.0654658,0
0.5,0.3,,1.00212,-1.16573e-15,1.80498e-15,0
0.5,0.4,,1.00212,-1.18655e-15,-1.24206e-15,0
0.5,0.5,,1.00212,-2.44423e-15,-2.02529e-15,0
0.5,0.6,,1.00212,-1.4988e-15,2.71918e-15,0
0.5,0.7,,1.00212,-7.97973e-16,2.46331e-15,0
0.5,0.8,,1.00212,-1.02002e-15,2.08167e-17,0
0.5,0.9,,1.00212,-1.63064e-15,-2.76862e-15,0
0.5,1,,1.00212,-2.30545e-15,-3.75307e-15,0
0.5,1.1,,1.00212,-2.31239e-15,1.9082e-15,0
0.5,1.2,,1.00212,-2.10942e-15,3.90746e-15,0
0.5,1.3,,1.00212,-2.8328e-15,2.41994e-16,0
0.5,1.4,,1.00212,-2.33147e-15,-2.00361e-16,0
0.5,1.5,,1.00212,-3.30465e-15,-3.60909e-15,0
0.5,1.6,,1.00212,-2.53443e-15,-2.01228e-16,0
0.5,1.7,,1.00212,-2.10942e-15,3.5744e-15,0
0.5,1.8,,1.00212,-2.8328e-15,2.41994e-16,0
0.5,1.9,,1.00212,-2.33147e-15,-2.00361e-16,0
0.5,2,,1.00212,-3.30465e-15,-4.19196e-15,0
0.5,2.1,,1.00212,-3.00628e-15,-4.08007e-15,0
0.5,2.2,,1.00212,-2.78423e-15,6.10623e-16,0
0.5,2.3,,1.00212,-3.56139e-15,8.99975e-15,0
0.5,2.4,,1.00212,-3.12944e-15,9.19664e-15,0
0.5,2.5,,1.00212,-2.85362e-15,-9.30072e-15,0
0.5,2.6,,1.00212,-3.22832e-15,-8.88178e-15,0
0.5,2.7,,1.00212,-3.22832e-15,5.55112e-17,0
0.5,2.8,,1.00212,-3.56139e-15,8.99975e-15,0
0.5,2.9,,1.00212,-3.12944e-15,9.19664e-15,0
0.5,3,,1.00212,-2.85362e-15,-9.30072e-15,0
0.5,3.1,,1.00212,-3.22832e-15,-8.88178e-15,0
0.5,3.2,,1.00212,-3.22832e-15,5.55112e-17,0
0.5,3.3,,1.00212,-3.56139e-15,8.99975e-15,0
0.5,3.4,,1.00212,-3.12944e-15,9.19664e-15,0
0.5,3.5,,1.00212,-2.85362e-15,-9.30072e-15,0
0.5,3.6,,1.00212,-3.22832e-15,-8.88178e-15,0
0.5,3.7,,1.00212,-3.22832e-15,5.55112e-17,0
0.5,3.8,,1.00212,-3.78343e-15,7.2789e-15,0
0.5,3.9,,1.00212,-2.79637e-15,1.91774e-15,0
0.5,4,,1.00212,-2.34535e-15,-8.52703e-15,0
0.5,4.1,,1.00212,-3.28904e-15,1.78252e-14,0
0.5,4.2,,1.00212,-2.86576e-15,5.55112e-17,0
0.5,4.3,,1.00212,-2.1233e-15,-1.93795e-14,0
0.5,4.4,,1.00212,-2.51188e-15,1.17181e-15,0
0.5,4.5,,1.00212,-2.56739e-15,-4.39145e-15,0
0.5,4.6,,1.00212,-2.51188e-15,4.39145e-15,0
0.5,4.7,,1.00121,-2.56739e-15,-0.0654658,0
0.5,4.8,,0.951902,-2.6229e-15,-1.21297,0
0.5,4.9,,0.707966,-1.86656e-15,-3.6983,0
0.6,0,,0.707966,1.58033e-15,3.6983,0
0.6,0.1,,0.951902,2.01748e-15,1.21297,0
0.6,0.2,,1.00121,2.19963e-15,0.0654658,0
0.6,0.3,,1.00212,2.11463e-15,1.72345e-15,0
0.6,0.4,,1.00212,1.10155e-15,-1.13798e-15,0
0.6,0.5,,1.00212,1.61676e-15,-2.19963e-15,0
0.6,0.6,,1.00212,3.00281e-15,2.63678e-15,0
0.6,0.7,,1.00212,1.49013e-15,2.4078e-15,0
0.6,0.8,,1.00212,1.26808e-15,-6.245e-17,0
0.6,0.9,,1.00212,1.10155e-15,-2.72005e-15,0
0.6,1,,1.00212,2.2829e-15,-3.73312e-15,0
0.6,1.1,,1.00212,3.51802e-15,1.96371e-15,0
0.6,1.2,,1.00212,3.50241e-15,4.01935e-15,0
0.6,1.3,,1.00212,3.00454e-15,2.13371e-16,0
0.6,1.4,,1.00212,2.61423e-15,-4.49293e-16,0
0.6,1.5,,1.00212,2.61596e-15,-3.56139e-15,0
0.6,1.6,,1.00212,3.29597e-15,-1.73472e-16,0
0.6,1.7,,1.00212,3.50241e-15,3.57527e-15,0
0.6,1.8,,1.00212,3.00454e-15,2.13371e-16,0
0.6,1.9,,1.00212,2.61423e-15,-4.49293e-16,0
0.6,2,,1.00212,3.06005e-15,-4.42181e-15,0
0.6,2.1,,1.00212,3.79557e-15,-4.14252e-15,0
0.6,2.2,,1.00212,3.79557e-15,8.53484e-16,0
0.6,2.3,,1.00212,3.92048e-15,8.85403e-15,0
0.6,2.4,,1.00212,3.63598e-15,9.35623e-15,0
0.6,2.5,,1.00212,3.51108e-15,-9.30766e-15,0
0.6,2.6,,1.00212,3.79557e-15,-8.80546e-15,0
0.6,2.7,,1.00212,3.79557e-15,-1.45717e-16,0
0.6,2.8,,1.00212,3.92048e-15,8.85403e-15,0
0.6,2.9,,1.00212,3.63598e-15,9.35623e-15,0
0.6,3,,1.00212,3.51108e-15,-9.30766e-15,0
0.6,3.1,,1.00212,3.79557e-15,-8.80546e-15,0
0.6,3.2,,1.00212,3.79557e-15,-1.45717e-16,0
0.6,3.3,,1.00212,3.92048e-15,8.85403e-15,0
0.6,3.4,,1.00212,3.63598e-15,9.35623e-15,0
0.6,3.5,,1.00212,3.51108e-15,-9.30766e-15,0
0.6,3.6,,1.00212,3.79557e-15,-8.80546e-15,0
0.6,3.7,,1.00212,3.79557e-15,-1.45717e-16,0
0.6,3.8,,1.00212,4.14252e-15,7.41074e-15,0
0.6,3.9,,1.00212,3.51108e-15,1.9108e-15,0
0.6,4,,1.00212,3.2422e-15,-8.33968e-15,0
0.6,4.1,,1.00212,3.01842e-15,1.77627e-14,0
0.6,4.2,,1.00212,3.22659e-15,-1.17961e-16,0
0.6,4.3,,1.00212,3.46424e-15,-1.93031e-14,0
0.6,4.4,,1.00212,2.9074e-15,1.05384e-15,0
0.6,4.5,,1.00212,3.02015e-15,-4.42615e-15,0
0.6,4.6,,1.00212,2.9074e-15,4.27349e-15,0
0.6,4.7,,1.00121,3.02015e-15,-0.0654658,0
0.6,4.8,,0.951902,2.57433e-15,-1.21297,0
0.6,4.9,,0.707966,2.498e-15,-3.6983,0
0.7,0,,0.707966,1.58033e-15,3.6983,0
0.7,0.1,,0.951902,2.01748e-15,1.21297,0
0.7,0.2,,1.00121,2.19963e-15,0.0654658,0
0.7,0.3,,1.00212,3.00281e-15,1.5014e-15,0
0.7,0.4,,1.00212,1.98973e-15,-1.13798e-15,0
0.7,0.5,,1.00212,1.61676e-15,-1.31145e-15,0
0.7,0.6,,1.00212,3.00281e-15,1.7486e-15,0
0.7,0.7,,1.00212,2.37831e-15,2.4078e-15,0
0.7,0.8,,1.00212,2.15626e-15,-6.245e-17,0
0.7,0.9,,1.00212,1.98973e-15,-2.72005e-15,0
0.7,1,,1.00212,2.2829e-15,-2.6229e-15,0
0.7,1.1,,1.00212,2.62984e-15,1.96371e-15,0
0.7,1.2,,1.00212,3.05832e-15,3.35322e-15,0
0.7,1.3,,1.00212,2.11636e-15,6.5746e-16,0
0.7,1.4,,1.00212,2.17014e-15,-6.71338e-16,0
0.7,1.5,,1.00212,2.17187e-15,-3.1173e-15,0
0.7,1.6,,1.00212,2.4078e-15,-1.73472e-16,0
0.7,1.7,,1.00212,3.05832e-15,3.13118e-15,0
0.7,1.8,,1.00212,2.11636e-15,6.5746e-16,0
0.7,1.9,,1.00212,2.17014e-15,-6.71338e-16,0
0.7,2,,1.00212,2.17187e-15,-3.97772e-15,0
0.7,2.1,,1.00212,2.46331e-15,-3.69843e-15,0
0.7,2.2,,1.00212,2.9074e-15,6.31439e-16,0
0.7,2.3,,1.00212,3.0323e-15,8.63198e-15,0
0.7,2.4,,1.00212,3.19189e-15,8.46805e-15,0
0.7,2.5,,1.00212,2.6229e-15,-8.64152e-15,0
0.7,2.6,,1.00212,2.46331e-15,-8.58341e-15,0
0.7,2.7,,1.00212,2.9074e-15,7.63278e-17,0
0.7,2.8,,1.00212,3.0323e-15,8.63198e-15,0
0.7,2.9,,1.00212,3.19189e-15,8.46805e-15,0
0.7,3,,1.00212,2.6229e-15,-8.64152e-15,0
0.7,3.1,,1.00212,2.46331e-15,-8.58341e-15,0
0.7,3.2,,1.00212,2.9074e-15,7.63278e-17,0
0.7,3.3,,1.00212,3.0323e-15,8.63198e-15,0
0.7,3.4,,1.00212,3.19189e-15,8.46805e-15,0
0.7,3.5,,1.00212,2.6229e-15,-8.64152e-15,0
0.7,3.6,,1.00212,2.46331e-15,-8.58341e-15,0
0.7,3.7,,1.00212,2.9074e-15,7.63278e-17,0
0.7,3.8,,1.00212,2.81025e-15,6.96665e-15,0
0.7,3.9,,1.00212,3.06699e-15,1.46671e-15,0
0.7,4,,1.00212,3.2422e-15,-8.33968e-15,0
0.7,4.1,,1.00212,2.57433e-15,1.75407e-14,0
0.7,4.2,,1.00212,2.7825e-15,1.04083e-16,0
0.7,4.3,,1.00212,3.02015e-15,-1.93031e-14,0
0.7,4.4,,1.00212,2.9074e-15,1.27589e-15,0
0.7,4.5,,1.00212,2.57606e-15,-4.42615e-15,0
0.7,4.6,,1.00212,2.9074e-15,4.27349e-15,0
0.7,4.7,,1.00121,2.57606e-15,-0.0654658,0
0.7,4.8,,0.951902,2.57433e-15,-1.21297,0
0.7,4.9,,0.707966,2.05391e-15,-3.6983,0
0.8,0,,0.707966,-9.88792e-17,3.6983,0
0.8,0.1,,0.951902,-7.02563e-16,1.21297,0
0.8,0.2,,1.00121,-4.80518e-16,0.0654658,0
0.8,0.3,,1.00212,8.04912e-16,1.27762e-15,0
0.8,0.4,,1.00212,-2.15106e-16,-1.13798e-15,0
0.8,0.5,,1.00212,-5.84602e-16,-1.08854e-15,0
0.8,0.6,,1.00212,3.60822e-16,1.74773e-15,0
0.8,0.7,,1.00212,1.73472e-16,2.4078e-15,0
0.8,0.8,,1.00212,-4.85723e-17,-6.245e-17,0
0.8,0.9,,1.00212,-6.59195e-16,-2.72005e-15,0
0.8,1,,1.00212,-3.62557e-16,-2.62203e-15,0
0.8,1.1,,1.00212,4.35416e-16,1.96371e-15,0
0.8,1.2,,1.00212,4.16334e-16,3.13031e-15,0
0.8,1.3,,1.00212,-8.50015e-17,6.58328e-16,0
0.8,1.4,,1.00212,-2.77556e-17,-6.72205e-16,0
0.8,1.5,,1.00212,-4.7358e-16,-2.89439e-15,0
0.8,1.6,,1.00212,2.13371e-16,-1.73472e-16,0
0.8,1.7,,1.00212,4.16334e-16,2.90826e-15,0
0.8,1.8,,1.00212,-8.50015e-17,6.58328e-16,0
0.8,1.9,,1.00212,-2.77556e-17,-6.72205e-16,0
0.8,2,,1.00212,-4.7358e-16,-3.53276e-15,0
0.8,2.1,,1.00212,-1.75207e-16,-3.69843e-15,0
0.8,2.2,,1.00212,2.68882e-16,6.31439e-16,0
0.8,2.3,,1.00212,3.93782e-16,8.63198e-15,0
0.8,2.4,,1.00212,1.04083e-16,8.46805e-15,0
0.8,2.5,,1.00212,-2.25514e-17,-8.64152e-15,0
0.8,2.6,,1.00212,-1.75207e-16,-8.58341e-15,0
0.8,2.7,,1.00212,2.68882e-16,7.63278e-17,0
0.8,2.8,,1.00212,3.93782e-16,8.63198e-15,0
0.8,2.9,,1.00212,1.04083e-16,8.46805e-15,0
0.8,3,,1.00212,-2.25514e-17,-8.64152e-15,0
0.8,3.1,,1.00212,-1.75207e-16,-8.58341e-15,0
0.8,3.2,,1.00212,2.68882e-16,7.63278e-17,0
0.8,3.3,,1.00212,3.93782e-16,8.63198e-15,0
0.8,3.4,,1.00212,1.04083e-16,8.46805e-15,0
0.8,3.5,,1.00212,-2.25514e-17,-8.64152e-15,0
0.8,3.6,,1.00212,-1.75207e-16,-8.58341e-15,0
0.8,3.7,,1.00212,2.68882e-16,7.63278e-17,0
0.8,3.8,,1.00212,1.71738e-16,6.96665e-15,0
0.8,3.9,,1.00212,4.23273e-16,1.46671e-15,0
0.8,4,,1.00212,1.52656e-16,-8.33968e-15,0
0.8,4.1,,1.00212,-6.93889e-17,1.77627e-14,0
0.8,4.2,,1.00212,1.31839e-16,1.04083e-16,0
0.8,4.3,,1.00212,3.747e-16,-1.93031e-14,0
0.8,4.4,,1.00212,-1.80411e-16,1.27589e-15,0
